,Deposito (Juta),Bunga (%)
0,62.80542755126953,43.65201950073242
1,25.570852279663086,24.688051223754883
2,91.40971374511719,43.906124114990234
3,3.823460817337036,21.35001564025879
4,81.95606231689453,44.6873893737793
5,66.38554382324219,44.4813232421875
6,26.33754539489746,22.49687957763672
7,43.201438903808594,40.96839904785156
8,61.255374908447266,32.70414352416992
9,14.173806190490723,28.03652572631836
10,18.82396125793457,32.242733001708984
11,61.12870407104492,39.75966262817383
12,46.15153884887695,41.593849182128906
13,44.91816329956055,30.703405380249023
14,89.22297668457031,37.59695053100586
15,9.360312461853027,22.7132511138916
16,12.653755187988281,26.099639892578125
17,26.02753448486328,19.92600440979004
18,48.4449462890625,41.447593688964844
19,45.81819534301758,33.412818908691406
20,77.4592514038086,50.2061653137207
21,65.47885131835938,36.069644927978516
22,31.64438819885254,25.73648452758789
23,88.2062759399414,35.28563690185547
24,96.99323272705078,40.30630111694336
25,36.96456527709961,31.57783317565918
26,17.610586166381836,20.640119552612305
27,37.84792709350586,33.441307067871094
28,44.52815246582031,35.56544494628906
29,32.0244026184082,36.51321792602539
30,38.40461349487305,28.10147476196289
31,71.61238861083984,46.84504699707031
32,38.527950286865234,29.437192916870117
33,63.78879165649414,40.823333740234375
34,93.73645782470703,42.90769958496094
35,35.924530029296875,25.86016845703125
36,70.32234191894531,39.85011291503906
37,94.52981567382812,40.67348861694336
38,22.997432708740234,28.651323318481445
39,74.15580749511719,29.802143096923828
40,97.64659118652344,34.681304931640625
41,24.270809173583984,25.23166275024414
42,59.84532928466797,39.67823791503906
43,82.38607788085938,43.91557693481445
44,14.267142295837402,16.257917404174805
45,68.47561645507812,42.62226867675781
46,87.40958404541016,43.87095260620117
47,91.82972717285156,46.552913665771484
48,1.4833828210830688,11.980585098266602
49,99.1633071899414,34.121700286865234
50,34.247806549072266,31.822895050048828
51,5.173505783081055,17.559783935546875
52,69.12564086914062,43.17466735839844
53,88.3729476928711,43.662353515625
54,78.96929931640625,39.715694427490234
55,16.12720489501953,15.512946128845215
56,41.86806106567383,35.82362747192383
57,61.79539489746094,40.33717346191406
58,40.83802795410156,27.50530242919922
59,57.258575439453125,46.71158218383789
60,83.75946044921875,48.499637603759766
61,34.39781188964844,21.083415985107422
62,82.04273223876953,43.546077728271484
63,0.5866861939430237,16.72064208984375
64,57.88526153564453,41.42755889892578
65,83.70945739746094,34.3544921875
66,19.32731056213379,3.647021770477295
67,97.54991912841797,36.220458984375
68,13.747124671936035,19.151697158813477
69,90.51301574707031,44.436405181884766
70,33.481117248535156,32.43526840209961
71,51.98506546020508,38.74238967895508
72,78.99929809570312,35.50471115112305
73,35.85786056518555,26.486526489257812
74,64.4521484375,41.803375244140625
75,57.941932678222656,39.901554107666016
76,38.351280212402344,24.07585334777832
77,64.03880310058594,31.419652938842773
78,17.253908157348633,16.79236602783203
79,98.34327697753906,33.85490798950195
80,11.057035446166992,20.761438369750977
81,15.25717544555664,8.06944751739502
82,58.68195724487305,39.34044647216797
83,45.74152374267578,36.84369659423828
84,64.29881286621094,44.46974563598633
85,76.58255004882812,40.13249969482422
86,63.84879684448242,38.42483139038086
87,51.5650520324707,37.370731353759766
88,63.26544189453125,37.233375549316406
89,88.22293853759766,32.526832580566406
90,97.98660278320312,36.107948303222656
91,41.19804000854492,37.4500846862793
92,58.62528610229492,34.84364318847656
93,47.59492111206055,
94,13.027100563049316,28.0452938079834
95,42.02806854248047,43.10589599609375
96,78.03593444824219,43.49474334716797
97,67.388916015625,
98,28.597620010375977,22.776512145996094
99,61.342044830322266,41.08585739135742
100,15.877196311950684,17.948816299438477
101,31.081035614013672,27.042848587036133
102,64.18213653564453,47.774776458740234
103,52.35174560546875,36.91273880004883
104,51.31837844848633,36.02937698364258
105,77.8692626953125,36.45960998535156
106,87.08290100097656,36.18372344970703
107,78.09593963623047,36.605682373046875
108,44.954830169677734,42.00856018066406
109,74.8691635131836,47.776485443115234
110,64.6021499633789,42.13591003417969
111,18.243942260742188,24.615251541137695
112,47.45158004760742,27.634614944458008
113,77.79592895507812,40.907344818115234
114,6.39687967300415,19.29259490966797
115,49.35831069946289,38.9134635925293
116,37.164573669433594,34.146209716796875
117,65.92886352539062,32.70260238647461
118,96.4365463256836,40.85643005371094
119,43.01810073852539,36.459754943847656
120,7.803593635559082,15.763671875
121,78.87596130371094,42.20956802368164
122,39.5579833984375,28.703142166137695
123,68.3556137084961,40.79413604736328
124,22.160737991333008,28.422605514526367
125,74.62582397460938,47.35618209838867
126,52.78842544555664,41.44638442993164
127,93.89312744140625,43.33013916015625
128,77.0025634765625,47.100059509277344
129,55.33517837524414,39.07753372192383
130,2.0400679111480713,22.85890007019043
131,85.97953033447266,43.278480529785156
132,80.91603088378906,43.933837890625
133,31.797725677490234,25.76020050048828
134,4.373478889465332,12.062053680419922
135,89.87299346923828,38.202362060546875
136,72.5890884399414,29.516538619995117
137,33.41111373901367,30.953001022338867
138,2.4700822830200195,22.474365234375
139,26.310876846313477,18.783897399902344
140,87.77626037597656,33.69693374633789
141,30.87436294555664,25.502178192138672
142,62.8687629699707,37.174217224121094
143,98.23994445800781,49.08414077758789
144,96.28321075439453,40.53939437866211
145,14.443815231323242,20.536165237426758
146,3.1134371757507324,15.650435447692871
147,87.95960235595703,46.265098571777344
148,80.98603057861328,36.15763854980469
149,11.567051887512207,16.038576126098633
150,43.50144958496094,31.489404678344727
151,19.037302017211914,16.659109115600586
152,40.40134811401367,33.194923400878906
153,11.153705596923828,19.142765045166016
154,31.941064834594727,38.576351165771484
155,38.66128921508789,39.956851959228516
156,24.020801544189453,22.870866775512695
157,18.063936233520508,23.424264907836914
158,91.18970489501953,45.01708984375
159,32.90776443481445,24.966920852661133
160,6.3502116203308105,26.984573364257812
161,98.56995391845703,37.09739303588867
162,91.7630615234375,32.37089157104492
163,16.043869018554688,32.444602966308594
164,17.143905639648438,20.440256118774414
165,50.35167694091797,35.461177825927734
166,79.04930114746094,43.4029541015625
167,12.630420684814453,
168,62.815425872802734,39.865684509277344
169,26.944231033325195,27.341501235961914
170,77.33258056640625,39.09585952758789
171,80.156005859375,39.61070251464844
172,37.731258392333984,34.44410705566406
173,75.92919921875,47.7453498840332
174,31.387712478637695,31.63298797607422
175,35.934532165527344,33.77796936035156
176,37.85792922973633,30.249427795410156
177,50.52168273925781,36.73185729980469
178,20.084003448486328,23.24263572692871
179,75.03250122070312,39.84286880493164
180,24.147472381591797,25.6185302734375
181,63.05876922607422,39.75811004638672
182,89.72632598876953,45.17142105102539
183,12.23374080657959,28.039270401000977
184,68.51895141601562,38.17332077026367
185,13.610453605651855,16.261215209960938
186,4.6968231201171875,23.33792495727539
187,70.85236358642578,44.51520538330078
188,33.63112258911133,32.889461517333984
189,10.013667106628418,11.989108085632324
190,31.007699966430664,23.661531448364258
191,46.31821060180664,43.40099334716797
192,62.89209747314453,45.04960250854492
193,89.16630554199219,37.53151321411133
194,95.35984802246094,39.123802185058594
195,53.281776428222656,35.952789306640625
196,70.48235321044922,32.637020111083984
197,79.3759765625,39.04917907714844
198,63.25877380371094,41.98350143432617
199,15.57718563079834,19.335678100585938
200,84.72282409667969,40.629886627197266
201,50.658355712890625,35.284934997558594
202,66.69222259521484,34.99659729003906
203,44.854827880859375,
204,60.97869873046875,41.16598892211914
205,26.48088264465332,29.186662673950195
206,75.98253631591797,36.982357025146484
207,67.7122573852539,41.734615325927734
208,22.364078521728516,20.406169891357422
209,89.2796401977539,45.423526763916016
210,47.13157272338867,37.706878662109375
211,53.97513198852539,41.17051315307617
212,69.2556381225586,54.199432373046875
213,83.38611602783203,35.8221435546875
214,10.933697700500488,23.744537353515625
215,79.4859848022461,39.087188720703125
